
# Surface 0 of 1 surfaces

# Contour 0, label:        0
 54.4  44.4133  0 
 54.6  44.6068  0 
 54.8  44.8032  0 
 55  45.0014  0 
 55.2  45.2005  0 
 55.3999  45.4002  0 
 55.5998  45.6001  0 
 55.7995  45.8  0 
 55.9986  46  0 
 56.1968  46.2  0 
 56.3932  46.4  0 
 56.5866  46.6  0 
 56.7752  46.8  0 
 56.957  47  0 
 57.1293  47.2  0 
 57.2894  47.4  0 
 57.4347  47.6  0 
 57.5632  47.8  0 
 57.6736  48  0 
 57.7658  48.2  0 
 57.8412  48.4  0 
 57.9024  48.6  0 
 57.953  48.8  0 
 57.9972  49  0 
 58.0395  49.2  0 
 58.0836  49.4  0 
 58.1318  49.6  0 
 58.1846  49.8  0 
 58.2404  50  0 
 58.2953  50.2  0 
 58.3439  50.3999  0 
 58.3797  50.5996  0 
 58.396  50.7989  0 
 58.3874  50.9972  0 
 58.3501  51.1936  0 
 58.2825  51.3864  0 
 58.1855  51.5733  0 
 58.0617  51.751  0 
 57.9153  51.9153  0 
 57.751  52.0617  0 
 57.5733  52.1855  0 
 57.3864  52.2825  0 
 57.1936  52.3501  0 
 56.9972  52.3874  0 
 56.7989  52.396  0 
 56.5996  52.3797  0 
 56.3999  52.3441  0 
 56.2  52.2959  0 
 56  52.2418  0 
 55.8  52.1878  0 
 55.6  52.1385  0 
 55.4  52.0968  0 
 55.2  52.0638  0 
 55  52.0389  0 
 54.8  52.0205  0 
 54.6001  52.0064  0 
 54.4002  51.9936  0 
 54.2005  51.9795  0 
 54.0014  51.9611  0 
 53.8032  51.9362  0 
 53.6068  51.9032  0 
 53.4133  51.8615  0 
 53.2242  51.8122  0 
 53.0416  51.7582  0 
 52.8675  51.7041  0 
 52.7038  51.6559  0 
 52.552  51.6203  0 
 52.4126  51.604  0 
 52.2848  51.6126  0 
 52.1666  51.6499  0 

# Contour 6, label: 
 39.3292  51  0 
 39.2406  50.8  0 
 39.1723  50.6  0 
 39.1241  50.4  0 
 39.0955  50.2  0 
 39.0861  50  0 
 39.0955  49.8  0 
 39.1241  49.6  0 
 39.1721  49.4  0 
 39.24  49.2  0 
 39.3278  49  0 
 39.4347  48.8  0 
 39.5589  48.6  0 
 39.6975  48.4  0 
 39.8465  48.2  0 
 40.0014  48  0 
 40.1573  47.8  0 
 40.3096  47.6001  0 
 40.4548  47.4002  0 
 40.5906  47.2005  0 
 40.7166  47.0014  0 
 40.8339  46.8032  0 
 40.9454  46.6068  0 
 41.0549  46.4134  0 
 41.1666  46.2248  0 
 41.2848  46.043  0 
 41.4125  45.8707  0 
 41.5519  45.7106  0 
 41.7035  45.5653  0 
 41.8664  45.4368  0 
 42.0389  45.3264  0 
 42.2178  45.2342  0 
 42.3997  45.1587  0 
 42.5802  45.0972  0 
 42.7547  45.046  0 
 42.9181  45  0 
 43.0655  44.9541  0 
 43.1925  44.9028  0 
 43.296  44.8415  0 
 43.3749  44.7664  0 
 43.4304  44.675  0 
 43.4668  44.5664  0 
 43.4904  44.4416  0 
 43.5096  44.303  0 
 43.5332  44.1546  0 
 43.5696  44.0014  0 
 43.6251  43.8491  0 
 43.7039  43.7039  0 
 43.8073  43.5717  0 
 43.934  43.4579  0 
 44.0805  43.3667  0 
 44.2421  43.3011  0 
 44.4129  43.2623  0 
 44.5868  43.2492  0 
 44.7574  43.2585  0 
 44.9181  43.2848  0 
 45.0628  43.3207  0 
 45.1859  43.3576  0 
 45.2828  43.3865  0 
 45.3506  43.3992  0 
 45.3888  43.3888  0 
 45.3992  43.3506  0 
 45.3865  43.2827  0 
 45.3576  43.1855  0 
 45.3207  43.0617  0 
 45.2848  42.9153  0 
 45.2585  42.751  0 
 45.2493  42.5733  0 
 45.2625  42.3866  0 
 45.3017  42.1941  0 
 45.3681  41.9986  0 
 45.4611  41.8021  0 
 45.5785  41.6064  0 
 45.7174  41.4133  0 
 45.8739  41.2248  0 
 46.0444  41.043  0 
 46.2253  40.8707  0 
 46.4136  40.7107  0 
 46.6069  40.5655  0 
 46.8032  40.4374  0 
 47.0014  40.3278  0 
 47.2005  40.2374  0 
 47.4002  40.1655  0 
 47.6001  40.1109  0 
 47.8  40.0713  0 
 48  40.0444  0 
 48.2  40.028  0 
 48.3999  40.0203  0 
 48.5996  40.0203  0 
 48.7989  40.028  0 
 48.9972  40.0444  0 
 49.1936  40.0713  0 
 49.3865  40.1108  0 
 49.5735  40.1653  0 
 49.7515  40.2368  0 
 49.9167  40.3264  0 
 50.0649  40.4342  0 
 50.1923  40.5587  0 
 50.2959  40.6974  0 

